,Target,Feature_1,Feature_2,Feature_3,Feature_4,JPG_PATH
421,1,0.872070,0.319336,0.228516 ,0.416016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2863.jpeg
422,0,0.494141,0.482422,0.769531 ,0.859375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2873.jpeg
423,1,0.545898,0.598633,0.701172 ,0.638672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2876.jpeg
424,0,0.499023,0.505859,0.994141 ,0.968750,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2894.jpeg
425,1,0.523438,0.615234,0.750000 ,0.742188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2895.jpeg
426,1,0.673828,0.279297,0.371094 ,0.453125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2901.jpeg
427,1,0.908203,0.640625,0.183594 ,0.390625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2901.jpeg
428,1,0.109375,0.310547,0.195312 ,0.359375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2901.jpeg
429,0,0.464844,0.431641,0.851562 ,0.625000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2906.jpeg
430,0,0.712891,0.837891,0.363281 ,0.324219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2906.jpeg
431,0,0.572266,0.329102,0.789062 ,0.525391,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2915.jpeg
432,0,0.584961,0.726562,0.724609 ,0.371094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2915.jpeg
433,0,0.474609,0.485352,0.898438 ,0.880859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2923.jpeg
434,1,0.466797,0.532227,0.679688 ,0.517578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2927.jpeg
435,1,0.563477,0.511719,0.873047 ,0.773438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2951.jpeg
436,0,0.519531,0.503906,0.890625 ,0.992188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2964.jpeg
437,0,0.589844,0.178711,0.066406 ,0.060547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
438,0,0.129883,0.315430,0.166016 ,0.119141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
439,0,0.212891,0.131836,0.101562 ,0.083984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
440,0,0.332031,0.534180,0.101562 ,0.154297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
441,0,0.564453,0.481445,0.093750 ,0.060547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
442,0,0.669922,0.403320,0.082031 ,0.068359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
443,0,0.723633,0.549805,0.107422 ,0.099609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
444,0,0.330078,0.836914,0.105469 ,0.197266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
445,0,0.527344,0.684570,0.070312 ,0.056641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
446,0,0.099609,0.578125,0.097656 ,0.125000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
447,0,0.885742,0.421875,0.064453 ,0.066406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2971.jpeg
448,1,0.541016,0.524414,0.328125 ,0.705078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_299.jpeg
449,0,0.470703,0.476562,0.917969 ,0.808594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2997.jpeg
450,0,0.541016,0.753906,0.914062 ,0.492188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2997.jpeg
451,1,0.527344,0.508789,0.769531 ,0.541016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_2999.jpeg
452,0,0.478516,0.560547,0.847656 ,0.625000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3.jpeg
453,0,0.498047,0.461914,0.964844 ,0.654297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3008.jpeg
454,0,0.516602,0.528320,0.966797 ,0.646484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_301.jpeg
455,0,0.164062,0.103516,0.324219 ,0.199219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_301.jpeg
456,1,0.457031,0.541992,0.324219 ,0.267578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3014.jpeg
457,1,0.235352,0.199219,0.435547 ,0.281250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3014.jpeg
458,1,0.146484,0.925781,0.269531 ,0.148438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3014.jpeg
459,0,0.482422,0.509766,0.753906 ,0.980469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3022.jpeg
460,1,0.540039,0.496094,0.759766 ,0.535156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3023.jpeg
461,0,0.479492,0.543945,0.822266 ,0.673828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3039.jpeg
462,0,0.731445,0.795898,0.525391 ,0.408203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3039.jpeg
463,1,0.492188,0.464844,0.765625 ,0.625000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3045.jpeg
464,1,0.834961,0.848633,0.330078 ,0.232422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3045.jpeg
465,1,0.471680,0.629883,0.763672 ,0.740234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3054.jpeg
466,1,0.564453,0.384766,0.730469 ,0.609375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3057.jpeg
467,0,0.708984,0.505859,0.070312 ,0.058594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
468,0,0.310547,0.503906,0.140625 ,0.062500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
469,0,0.315430,0.658203,0.130859 ,0.089844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
470,0,0.357422,0.841797,0.070312 ,0.066406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
471,0,0.556641,0.886719,0.058594 ,0.054688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
472,0,0.732422,0.735352,0.066406 ,0.072266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
473,0,0.291016,0.195312,0.128906 ,0.179688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
474,0,0.112305,0.232422,0.138672 ,0.175781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
475,0,0.713867,0.137695,0.126953 ,0.064453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
476,0,0.575195,0.184570,0.064453 ,0.052734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3061.jpeg
477,0,0.504883,0.515625,0.990234 ,0.964844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3074.jpeg
478,0,0.502930,0.522461,0.888672 ,0.955078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3075.jpeg
479,1,0.482422,0.511719,0.667969 ,0.664062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3077.jpeg
480,1,0.599609,0.582031,0.593750 ,0.238281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3081.jpeg
481,1,0.373047,0.875000,0.253906 ,0.250000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3081.jpeg
482,1,0.142578,0.489258,0.281250 ,0.259766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3081.jpeg
483,1,0.304688,0.116211,0.203125 ,0.146484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3081.jpeg
484,1,0.121094,0.729492,0.238281 ,0.189453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3081.jpeg
485,0,0.550781,0.588867,0.671875 ,0.822266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3088.jpeg
486,0,0.499023,0.630859,0.716797 ,0.738281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3093.jpeg
487,1,0.496094,0.502930,0.761719 ,0.849609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3100.jpeg
488,1,0.448242,0.566406,0.728516 ,0.425781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3116.jpeg
489,1,0.523438,0.568359,0.820312 ,0.714844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3129.jpeg
490,1,0.532227,0.550781,0.517578 ,0.441406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3136.jpeg
491,1,0.540039,0.491211,0.564453 ,0.369141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3143.jpeg
492,0,0.541992,0.347656,0.912109 ,0.460938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3152.jpeg
493,1,0.439453,0.457031,0.355469 ,0.285156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3156.jpeg
494,0,0.541992,0.426758,0.310547 ,0.298828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3160.jpeg
495,0,0.151367,0.458984,0.298828 ,0.410156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3160.jpeg
496,0,0.288086,0.491211,0.572266 ,0.544922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_318.jpeg
497,0,0.769531,0.535156,0.460938 ,0.531250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_318.jpeg
498,1,0.494141,0.531250,0.964844 ,0.781250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3186.jpeg
499,1,0.553711,0.539062,0.349609 ,0.812500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3198.jpeg
500,0,0.415039,0.551758,0.810547 ,0.896484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3200.jpeg
501,0,0.612305,0.498047,0.486328 ,0.800781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3203.jpeg
502,1,0.543945,0.537109,0.201172 ,0.316406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3213.jpeg
503,1,0.156250,0.360352,0.289062 ,0.333984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3213.jpeg
504,1,0.789062,0.836914,0.203125 ,0.189453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3213.jpeg
505,0,0.513672,0.544922,0.468750 ,0.429688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3226.jpeg
506,1,0.451172,0.662109,0.687500 ,0.675781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3228.jpeg
507,0,0.456055,0.594727,0.560547 ,0.525391,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3229.jpeg
508,0,0.835938,0.313477,0.328125 ,0.486328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3229.jpeg
509,0,0.491211,0.599609,0.904297 ,0.726562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3230.jpeg
510,1,0.426758,0.479492,0.806641 ,0.521484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3231.jpeg
511,0,0.474609,0.524414,0.902344 ,0.669922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3233.jpeg
512,1,0.752930,0.708008,0.466797 ,0.560547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3234.jpeg
513,0,0.535156,0.362305,0.750000 ,0.568359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3247.jpeg
514,0,0.530273,0.702148,0.244141 ,0.169922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3247.jpeg
515,1,0.443359,0.498047,0.839844 ,0.757812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3259.jpeg
516,0,0.507812,0.458008,0.789062 ,0.740234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_326.jpeg
517,0,0.444336,0.442383,0.751953 ,0.427734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3260.jpeg
518,0,0.394531,0.517578,0.621094 ,0.921875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3276.jpeg
519,1,0.528320,0.425781,0.701172 ,0.570312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3278.jpeg
520,1,0.501953,0.468750,0.988281 ,0.921875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3282.jpeg
521,0,0.488281,0.492188,0.847656 ,0.886719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3283.jpeg
522,0,0.486328,0.531250,0.875000 ,0.914062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3284.jpeg
523,1,0.784180,0.605469,0.369141 ,0.335938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3289.jpeg
524,1,0.601562,0.183594,0.433594 ,0.285156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3289.jpeg
525,1,0.230469,0.568359,0.300781 ,0.429688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3289.jpeg
526,0,0.458984,0.483398,0.855469 ,0.888672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3290.jpeg
527,1,0.451172,0.611328,0.898438 ,0.625000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3328.jpeg
528,1,0.842773,0.207031,0.287109 ,0.156250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3328.jpeg
529,0,0.500977,0.551758,0.673828 ,0.896484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_333.jpeg
530,0,0.556641,0.579102,0.769531 ,0.720703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3331.jpeg
531,1,0.490234,0.501953,0.832031 ,0.476562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3346.jpeg
532,1,0.605469,0.834961,0.437500 ,0.330078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3374.jpeg
533,1,0.768555,0.423828,0.400391 ,0.332031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3374.jpeg
534,1,0.300781,0.410156,0.355469 ,0.375000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3374.jpeg
535,0,0.404297,0.397461,0.742188 ,0.763672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3378.jpeg
536,0,0.729492,0.705078,0.529297 ,0.589844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3378.jpeg
537,1,0.475586,0.374023,0.908203 ,0.736328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3379.jpeg
538,1,0.508789,0.525391,0.607422 ,0.468750,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3388.jpeg
539,1,0.503906,0.416992,0.691406 ,0.685547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3394.jpeg
540,1,0.444336,0.537109,0.748047 ,0.761719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3398.jpeg
541,0,0.478516,0.485352,0.789062 ,0.955078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3403.jpeg
542,1,0.607422,0.485352,0.207031 ,0.298828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3404.jpeg
543,1,0.204102,0.639648,0.236328 ,0.337891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3404.jpeg
544,1,0.505859,0.385742,0.660156 ,0.548828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3412.jpeg
545,0,0.500977,0.509766,0.830078 ,0.980469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3414.jpeg
546,1,0.583984,0.541016,0.703125 ,0.621094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3423.jpeg
547,0,0.555664,0.408203,0.095703 ,0.089844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
548,0,0.436523,0.273438,0.123047 ,0.128906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
549,0,0.666992,0.235352,0.068359 ,0.087891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
550,0,0.769531,0.505859,0.070312 ,0.078125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
551,0,0.744141,0.617188,0.085938 ,0.058594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
552,0,0.466797,0.626953,0.078125 ,0.105469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
553,0,0.378906,0.524414,0.078125 ,0.130859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
554,0,0.230469,0.566406,0.156250 ,0.175781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
555,0,0.361328,0.832031,0.132812 ,0.191406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
556,0,0.169922,0.851562,0.125000 ,0.078125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
557,0,0.194336,0.755859,0.076172 ,0.066406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3439.jpeg
558,1,0.606445,0.500977,0.189453 ,0.283203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3442.jpeg
559,1,0.209961,0.356445,0.224609 ,0.326172,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3442.jpeg
560,0,0.335938,0.337891,0.632812 ,0.574219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3468.jpeg
561,0,0.622070,0.653320,0.755859 ,0.634766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3468.jpeg
562,1,0.514648,0.441406,0.861328 ,0.671875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_347.jpeg
563,0,0.451172,0.361328,0.769531 ,0.519531,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3471.jpeg
564,0,0.480469,0.705078,0.230469 ,0.210938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3471.jpeg
565,1,0.572266,0.451172,0.792969 ,0.898438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3473.jpeg
566,0,0.524414,0.531250,0.767578 ,0.855469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3480.jpeg
567,1,0.522461,0.475586,0.716797 ,0.623047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3492.jpeg
568,1,0.176758,0.860352,0.349609 ,0.279297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3492.jpeg
569,0,0.436523,0.453125,0.861328 ,0.679688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3500.jpeg
570,0,0.523438,0.600586,0.929688 ,0.732422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3509.jpeg
571,1,0.546875,0.519531,0.175781 ,0.292969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3514.jpeg
572,1,0.157227,0.336914,0.287109 ,0.294922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3514.jpeg
573,1,0.500000,0.506836,0.597656 ,0.455078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_352.jpeg
574,1,0.266602,0.894531,0.177734 ,0.199219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_352.jpeg
575,0,0.463867,0.495117,0.755859 ,0.638672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3530.jpeg
576,1,0.409180,0.608398,0.404297 ,0.392578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3534.jpeg
577,1,0.396484,0.559570,0.421875 ,0.591797,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3535.jpeg
578,1,0.485352,0.517578,0.900391 ,0.691406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3536.jpeg
579,0,0.567383,0.572266,0.755859 ,0.710938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3555.jpeg
580,1,0.572266,0.466797,0.394531 ,0.449219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3556.jpeg
581,1,0.492188,0.409180,0.667969 ,0.560547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3564.jpeg
582,0,0.316406,0.516602,0.605469 ,0.693359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3569.jpeg
583,0,0.739258,0.626953,0.521484 ,0.636719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3569.jpeg
584,1,0.477539,0.533203,0.451172 ,0.738281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_357.jpeg
585,1,0.495117,0.447266,0.482422 ,0.652344,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3573.jpeg
586,0,0.552734,0.551758,0.718750 ,0.365234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3577.jpeg
587,0,0.741211,0.133789,0.416016 ,0.263672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3577.jpeg
588,1,0.469727,0.482422,0.451172 ,0.402344,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3592.jpeg
589,1,0.478516,0.424805,0.605469 ,0.630859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3603.jpeg
590,0,0.667969,0.338867,0.664062 ,0.533203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3604.jpeg
591,0,0.447266,0.554688,0.632812 ,0.453125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3604.jpeg
592,1,0.649414,0.491211,0.291016 ,0.556641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3607.jpeg
593,0,0.493164,0.381836,0.505859 ,0.294922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3613.jpeg
594,1,0.510742,0.499023,0.197266 ,0.189453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3647.jpeg
595,1,0.608398,0.142578,0.169922 ,0.214844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3647.jpeg
596,1,0.516602,0.476562,0.806641 ,0.429688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3648.jpeg
597,0,0.574219,0.540039,0.765625 ,0.919922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3657.jpeg
598,1,0.502930,0.493164,0.580078 ,0.498047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3666.jpeg
599,1,0.514648,0.489258,0.888672 ,0.669922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3667.jpeg
600,1,0.537109,0.460938,0.898438 ,0.511719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3669.jpeg
601,1,0.509766,0.488281,0.566406 ,0.484375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3679.jpeg
602,1,0.504883,0.344727,0.751953 ,0.623047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3680.jpeg
603,1,0.483398,0.572266,0.900391 ,0.757812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3682.jpeg
604,1,0.496094,0.645508,0.988281 ,0.708984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3690.jpeg
605,1,0.504883,0.563477,0.779297 ,0.544922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3703.jpeg
606,1,0.180664,0.142578,0.357422 ,0.281250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3703.jpeg
607,0,0.474609,0.487305,0.660156 ,0.677734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3706.jpeg
608,0,0.458008,0.523438,0.763672 ,0.597656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_372.jpeg
609,0,0.623047,0.894531,0.574219 ,0.203125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_372.jpeg
610,0,0.657227,0.497070,0.076172 ,0.060547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
611,0,0.725586,0.367188,0.076172 ,0.062500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
612,0,0.670898,0.421875,0.072266 ,0.066406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
613,0,0.665039,0.179688,0.095703 ,0.203125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
614,0,0.273438,0.450195,0.113281 ,0.095703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
615,0,0.323242,0.594727,0.080078 ,0.064453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
616,0,0.428711,0.521484,0.087891 ,0.054688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
617,0,0.116211,0.577148,0.060547 ,0.052734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
618,0,0.871094,0.683594,0.164062 ,0.140625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
619,0,0.928711,0.435547,0.142578 ,0.113281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3720.jpeg
620,0,0.514648,0.535156,0.943359 ,0.921875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3736.jpeg
621,0,0.687500,0.301758,0.625000 ,0.587891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3736.jpeg
622,0,0.519531,0.492188,0.925781 ,0.804688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_3741.jpeg
